ID;x;y;C;N;E;S;W
1;492091.7886;7660171.095;7;7;7;7;7
2;492086.5915;7660223.775;3;3;3;3;3
3;492080.7785;7660270.725;7;3;3;7;7
4;492076.3423;7660320.633;7;7;7;7;7
5;492072.5092;7660369.819;7;7;7;7;7
6;492065.4251;7660422.401;3;3;3;3;3
7;492061.2352;7660468.161;3;3;7;7;3
8;492056.5409;7660518.99;3;3;3;3;3
9;492053.5525;7660567.682;3;3;3;3;3
10;492046.3178;7660618.941;3;3;3;3;3
11;492042.1126;7660669.176;3;3;3;3;87
12;492032.6228;7660715.057;7;3;3;7;3
13;492029.7648;7660768.717;3;12;23;3;75
14;492025.6187;7660820.074;22;71;71;24;23
15;492019.8518;7660868.151;23;23;23;22;23
16;492024.0993;7660919.936;22;22;23;22;21
17;492012.1259;7660967.495;22;23;22;60;22
18;492005.8834;7661015.282;23;23;22;23;23
19;492001.7163;7661066.297;22;23;23;21;21
20;491995.9751;7661116.531;23;22;24;23;22
21;491992.0485;7661164.355;22;22;23;23;23
22;491987.2434;7661214.867;23;23;23;23;23
23;491981.8547;7661263.19;12;24;23;23;24
24;491977.6817;7661312.39;23;23;23;23;23
25;491972.6377;7661365.536;22;23;23;23;23
26;491968.0234;7661413.068;24;29;12;23;23
27;491962.9796;7661464.455;31;80;80;23;31
28;491958.3568;7661512.749;22;23;23;22;22
29;491951.5938;7661562.013;22;22;23;23;22
30;491947.862;7661611.771;12;12;12;23;23
31;491943.5601;7661661.864;22;23;23;22;22
32;491938.3745;7661710.349;23;12;12;12;12
33;491934.4236;7661760.788;23;23;22;23;23
34;491930.3399;7661814.881;22;23;82;23;12
35;491923.1348;7661862.258;24;24;24;23;24
36;491917.3593;7661910.598;81;81;23;23;24
37;491915.594;7661960.17;23;22;23;82;81
38;491908.9102;7662010.37;1;1;1;1;1
39;491902.5464;7662060.458;2;1;2;2;2
40;491897.0218;7662111.165;81;22;81;23;23
41;492138.1119;7660177.824;3;3;3;3;3
42;492131.7238;7660226.925;3;3;3;3;3
43;492127.7514;7660274.824;3;3;3;3;3
44;492123.5554;7660325.445;7;7;7;7;7
45;492120.8868;7660373.736;3;3;3;3;3
46;492116.2367;7660422.167;3;3;3;3;3
47;492112.8296;7660473.72;7;3;3;3;7
48;492110.352;7660519.182;3;3;3;3;3
49;492097.6347;7660573.665;23;3;23;3;3
50;492093.3002;7660625.331;12;12;24;3;3
51;492088.9033;7660672.462;24;24;23;24;23
52;492085.0513;7660724.103;12;24;24;24;24
53;492081.5978;7660774.235;23;23;23;23;23
54;492075.1125;7660823.035;23;25;23;23;23
55;492070.6256;7660875.051;24;24;22;24;25
56;492065.5962;7660922.153;23;81;81;24;23
57;492060.7768;7660971.672;23;23;23;23;23
58;492055.51;7661021.731;23;23;22;23;23
59;492052.2563;7661069.494;83;23;22;23;23
60;492046.3256;7661120.42;24;24;23;24;23
61;492041.3066;7661171.462;82;82;23;23;24
62;492035.4476;7661221.555;23;23;23;23;23
63;492029.8399;7661270.342;12;23;23;23;23
64;492024.6323;7661319.999;22;22;23;23;23
65;492021.9944;7661369.711;31;83;83;12;12
66;492025.2139;7661429.851;29;12;12;12;31
67;492008.8381;7661469.523;83;83;83;83;83
68;492005.5172;7661517.569;22;23;12;23;23
69;492000.1583;7661566.437;24;24;12;24;24
70;491998.6329;7661616.568;24;22;22;24;23
71;491991.3529;7661667.637;22;23;23;23;23
72;491986.1492;7661717.46;12;23;24;23;23
73;491983.5036;7661769.463;23;23;81;23;81
74;491976.8628;7661816.323;22;23;82;22;22
75;491970.4906;7661866.934;23;23;23;23;23
76;491964.6553;7661918.04;24;24;75;29;29
77;491963.586;7661966.271;81;24;23;23;23
78;491957.0874;7662018.515;81;23;23;23;23
79;491953.3491;7662067.177;NA;NA;NA;NA;NA
80;491948.9007;7662113.081;12;23;23;23;23
81;492188.7606;7660183.428;7;7;7;3;7
82;492183.6802;7660232.28;75;75;75;75;75
83;492176.9231;7660283.945;3;3;3;75;3
84;492173.9182;7660331.727;75;75;75;75;75
85;492166.0872;7660382.062;3;3;3;3;3
86;492161.7307;7660429.517;3;3;12;3;3
87;492156.6725;7660479.667;3;3;3;3;3
88;492150.8228;7660529.698;22;22;22;12;12
89;492146.9327;7660581.34;23;23;23;23;24
90;492145.4081;7660636.152;22;22;23;23;23
91;492137.6413;7660682.24;22;23;22;23;23
92;492132.3935;7660731.376;23;22;23;23;22
93;492127.395;7660780.397;23;23;23;22;22
94;492125.107;7660828.965;22;22;22;75;22
95;492118.2328;7660880.517;22;22;22;22;22
96;492108.6571;7660929.16;23;23;24;30;23
97;492108.5998;7660978.766;23;24;23;23;23
98;492103.4373;7661028.995;23;23;23;23;23
99;492097.5681;7661075.803;23;81;22;23;22
100;492094.2141;7661125.872;25;23;23;23;25
101;492088.619;7661174.737;22;22;23;22;23
102;492084.5953;7661223.964;12;23;23;23;23
103;492081.1879;7661276.182;23;12;12;23;23
104;492074.8526;7661323.498;80;83;80;12;12
105;492070.9613;7661372.625;84;12;84;12;84
106;492065.4137;7661420.505;23;23;24;23;23
107;492060.4856;7661472.504;22;23;22;83;23
108;492055.6415;7661520.702;81;81;22;22;22
109;492050.6533;7661570.414;23;23;23;22;22
110;492045.7557;7661622.079;22;23;23;23;22
111;492041.2329;7661671.312;23;23;23;23;23
112;492036.8175;7661722.315;23;23;23;23;24
113;492030.947;7661771.003;23;23;12;23;23
114;492027.3267;7661824.825;23;23;23;23;23
115;492021.7239;7661871.922;23;12;23;23;12
116;492017.4514;7661923.97;23;23;23;23;23
117;492012.1207;7661972.203;23;23;23;23;23
118;492007.0133;7662020.292;23;84;75;81;23
119;492002.7477;7662070.852;23;23;12;12;23
120;491997.4699;7662121.798;23;23;24;23;22
121;492238.285;7660187.437;75;75;75;75;75
122;492232.5363;7660241.564;75;75;75;75;75
123;492230.1627;7660288.181;75;75;75;75;75
124;492223.1228;7660335.628;75;75;75;75;75
125;492221.1948;7660385.741;12;12;75;75;12
126;492216.1268;7660438.559;23;24;23;22;22
127;492210.2449;7660487.223;42;24;42;24;24
128;492203.1087;7660529.221;84;24;24;22;24
129;492199.6668;7660586.909;24;22;24;23;24
130;492195.1786;7660636.546;22;23;23;23;23
131;492189.1771;7660685.751;24;24;24;24;23
132;492183.6593;7660736.619;23;23;22;23;23
133;492179.6795;7660785.987;23;23;23;81;81
134;492174.1928;7660838.291;25;25;25;24;100
135;492168.879;7660885.956;84;23;23;22;23
136;492165.2501;7660934.096;23;23;23;81;23
137;492160.9783;7660983.918;22;22;23;22;22
138;492158.043;7661035.323;81;22;23;83;23
139;492153.2531;7661082.896;24;24;23;23;23
140;492142.0786;7661129.622;22;23;22;23;23
141;492141.4074;7661182.255;84;84;13;31;31
142;492137.1003;7661232.518;29;31;12;31;12
143;492131.0968;7661283.905;12;12;12;12;23
144;492130.2256;7661330.843;24;23;24;23;23
145;492121.7231;7661381.12;23;23;23;23;24
146;492117.6761;7661419.612;23;23;23;23;23
147;492112.7248;7661482.792;23;23;24;23;22
148;492108.3363;7661531.919;23;23;23;23;23
149;492102.8254;7661578.909;22;81;81;81;23
150;492100.1641;7661628.784;23;23;23;23;22
151;492092.5927;7661677.887;24;24;24;23;24
152;492088.289;7661729.637;12;12;23;23;23
153;492084.7658;7661779.673;12;23;23;12;12
154;492075.8518;7661827.599;22;23;23;23;22
155;492074.0985;7661876.726;23;23;23;23;23
156;492068.4447;7661925.328;29;23;29;84;29
157;492062.3167;7661977.56;23;23;23;23;23
158;492059.5737;7662027.358;22;23;22;23;23
159;492050.967;7662079.39;12;23;23;23;23
160;492044.5455;7662126.411;24;23;24;23;23
161;492287.8144;7660198.607;75;12;31;12;12
162;492278.8091;7660239.245;75;75;75;75;75
163;492273.2042;7660292.655;75;75;75;75;75
164;492266.6392;7660336.418;75;75;75;75;75
165;492268.4847;7660391.213;31;31;12;75;12
166;492264.7741;7660439.642;23;23;23;25;22
167;492258.0618;7660489.824;25;23;24;100;100
168;492255.6799;7660542.708;25;23;24;25;22
169;492250.4793;7660593.026;21;23;23;22;23
170;492247.3254;7660641.098;22;22;23;23;21
171;492240.0205;7660692.247;12;25;12;22;23
172;492235.1877;7660743.73;24;23;23;24;12
173;492238.1163;7660792.03;23;23;23;23;23
174;492224.1327;7660840.012;31;24;24;24;24
175;492221.0034;7660879.498;25;12;12;23;23
176;492217.4546;7660941.149;81;22;22;23;23
177;492208.0166;7660989.58;23;23;23;23;22
178;492204.111;7661040.636;25;24;24;24;100
179;492202.5568;7661090.423;12;12;12;12;12
180;492194.5291;7661140.413;12;31;31;31;12
181;492189.9563;7661189.969;12;12;12;12;12
182;492184.9895;7661237.565;84;12;84;12;12
183;492182.0909;7661287.384;82;23;23;23;82
184;492176.3673;7661337.284;23;24;23;24;23
185;492171.3375;7661387.147;81;23;23;23;23
186;492167.1525;7661439.89;83;23;83;83;83
187;492159.9197;7661487.299;23;23;23;22;23
188;492157.6735;7661534.436;81;81;81;81;23
189;492151.1169;7661585.315;81;81;23;81;81
190;492147.2413;7661635.316;23;23;23;23;81
191;492143.4975;7661689.155;23;23;23;12;23
192;492138.2728;7661733.277;81;23;75;75;23
193;492133.5337;7661782.781;24;24;24;24;24
194;492131.0885;7661835.657;24;24;24;24;24
195;492123.9274;7661886.267;22;23;22;81;22
196;492119.7113;7661933.834;23;23;22;29;23
197;492111.1112;7661978.273;12;23;23;23;12
198;492108.6637;7662032.263;23;23;23;23;23
199;492102.3306;7662084.346;24;23;23;23;24
200;492094.1458;7662128.391;22;22;22;23;23
201;492342.2662;7660199.394;71;71;71;71;71
202;492334.5119;7660246.637;22;22;23;22;21
203;492326.6603;7660295.024;75;75;75;86;85
204;492322.7337;7660345.113;31;31;85;22;85
205;492319.1839;7660394.088;23;23;23;23;21
206;492311.6538;7660440.929;21;21;21;21;21
207;492310.3055;7660493.191;23;30;25;23;23
208;492303.4841;7660543.178;25;23;24;30;23
209;492298.4948;7660592.65;23;27;23;23;23
210;492293.6261;7660642.065;22;23;22;22;22
211;492288.9896;7660692.982;25;75;23;85;75
212;492283.975;7660743.615;23;22;23;23;23
213;492278.9223;7660792.891;75;23;12;23;83
214;492275.0465;7660842.062;22;23;23;23;81
215;492269.5003;7660886.917;21;23;23;21;23
216;492265.522;7660941.622;24;81;24;23;24
217;492260.2941;7660991.854;22;22;23;23;21
218;492254.7527;7661040.427;23;24;24;23;23
219;492247.425;7661095.862;31;31;24;83;83
220;492244.9967;7661142.502;23;12;12;23;12
221;492238.0595;7661192.569;31;31;31;24;31
222;492235.0917;7661242.639;23;24;24;23;12
223;492229.8006;7661290.453;23;24;24;24;24
224;492224.8618;7661340.105;23;23;81;21;23
225;492219.7922;7661390.355;22;21;81;81;21
226;492214.6567;7661440.755;12;22;12;80;22
227;492209.79;7661491.41;23;23;24;23;81
228;492205.0868;7661539.65;81;81;23;81;81
229;492199.8835;7661590.374;22;23;24;75;23
230;492196.1993;7661644.637;24;21;24;23;75
231;492188.4647;7661690.03;81;23;23;75;75
232;492184.8054;7661740.54;23;23;12;12;12
233;492180.4856;7661789.652;12;12;23;12;23
234;492177.4685;7661836.211;23;23;12;23;12
235;492172.5676;7661887.255;31;31;23;24;31
236;492166.4167;7661937.094;23;23;23;23;23
237;492162.2517;7661987.988;12;24;24;24;12
238;492157.5165;7662037.478;12;12;23;12;24
239;492152.6091;7662086.957;23;23;22;12;23
240;492146.5214;7662134.772;24;23;24;23;24
241;492386.1751;7660204.031;22;22;22;71;71
242;492383.6701;7660252.589;12;22;27;85;85
243;492376.9418;7660302.651;22;85;27;71;22
244;492364.984;7660345.341;22;71;28;28;75
245;492369.2506;7660404.516;80;80;80;80;80
246;492360.4295;7660446.622;25;25;23;100;100
247;492360.5752;7660497.17;85;31;31;23;23
248;492353.3429;7660544.951;86;22;23;86;22
249;492347.0678;7660598;22;22;23;22;22
250;492342.8332;7660648.526;23;75;22;23;75
251;492337.8975;7660697.687;23;22;23;23;22
252;492335.9759;7660747.007;22;24;23;75;22
253;492330.8008;7660796.436;25;24;23;23;23
254;492326.2931;7660845.615;25;25;23;24;25
255;492319.1879;7660900.948;25;24;23;23;23
256;492314.5307;7660946.545;23;23;23;23;23
257;492310.9471;7660993.663;22;22;23;23;22
258;492304.8638;7661045.752;83;31;31;31;31
259;492296.703;7661094.869;31;12;12;12;12
260;492293.8864;7661142.579;23;23;12;23;23
261;492289.4383;7661192.05;24;24;24;24;29
262;492284.7683;7661242.591;22;23;23;82;23
263;492280.5715;7661292.504;24;24;24;24;23
264;492274.0547;7661342.76;23;23;23;23;23
265;492273.8209;7661395.87;12;23;12;80;83
266;492264.5576;7661441.485;81;23;23;82;23
267;492259.6485;7661491.891;23;24;24;23;23
268;492253.7706;7661542.238;24;24;24;24;24
269;492249.6402;7661591.282;22;23;24;23;23
270;492244.9621;7661640.391;24;24;24;24;24
271;492241.3316;7661690.826;23;23;23;24;24
272;492235.7159;7661741.692;22;12;24;23;12
273;492229.6591;7661792.293;23;23;24;23;23
274;492224.1505;7661839.93;23;12;23;23;12
275;492220.2621;7661888.626;84;84;84;84;84
276;492216.3996;7661940.622;23;23;24;24;23
277;492210.8533;7661988.833;23;12;12;12;12
278;492205.232;7662041.272;23;24;12;24;24
279;492203.0365;7662086.222;12;23;12;12;24
280;492197.0804;7662137.836;24;12;24;24;22
281;492438.1744;7660208.476;85;22;85;23;75
282;492430.2131;7660251.875;22;22;71;22;71
283;492427.29;7660309.025;22;71;71;22;75
284;492420.442;7660358.48;85;27;22;85;85
285;492419.5063;7660404.044;42;75;42;100;42
286;492412.5485;7660453.041;22;23;22;22;22
287;492405.972;7660504.997;22;75;22;22;23
288;492400.3952;7660564.559;23;23;23;23;23
289;492398.3686;7660599.664;22;23;22;22;22
290;492394.6239;7660651.312;23;25;24;25;23
291;492386.8401;7660699.909;75;24;24;22;23
292;492383.01;7660748.81;23;22;22;23;23
293;492377.5951;7660805.054;22;23;23;23;22
294;492373.2167;7660853.483;22;22;12;12;23
295;492370.2638;7660902.449;23;21;23;24;22
296;492363.8959;7660954.045;81;81;23;23;24
297;492353.253;7661007.526;84;12;24;12;12
298;492351.5344;7661050.297;31;23;31;31;31
299;492348.1623;7661098.019;23;22;23;23;23
300;492344.9139;7661150.906;23;21;23;23;24
301;492338.8926;7661196.775;21;23;21;23;24
302;492334.0602;7661248.803;21;27;21;23;23
303;492328.8123;7661297.538;23;22;23;23;23
304;492325.684;7661348.433;31;12;12;83;31
305;492320.0219;7661397.484;23;24;24;24;24
306;492316.4306;7661446.555;23;23;23;22;23
307;492313.2678;7661496.917;23;24;24;23;12
308;492305.156;7661551.521;23;23;23;23;23
309;492301.4463;7661596.108;81;23;23;81;23
310;492294.5672;7661644.797;29;24;29;23;23
311;492293.2694;7661694.647;23;22;23;23;23
312;492281.1366;7661744.457;12;24;23;12;24
313;492282.0721;7661794.44;12;23;23;23;23
314;492272.1503;7661843.997;12;23;24;23;23
315;492275.6429;7661897.247;84;23;84;84;84
316;492268.7296;7661945.773;22;24;23;24;24
317;492261.8733;7661997.933;23;23;23;23;23
318;492257.5705;7662048.031;23;23;23;12;23
319;492245.5353;7662089.969;23;23;23;23;21
320;492251.5584;7662145.237;23;22;22;22;23
321;492487.3959;7660203.915;71;71;21;21;22
322;492481.5489;7660262.17;85;85;100;27;22
323;492475.7777;7660312.217;23;23;23;25;75
324;492472.7276;7660362.609;27;23;27;21;21
325;492466.3526;7660411.006;30;75;75;30;30
326;492463.8293;7660461.208;25;24;23;23;24
327;492458.4092;7660508.398;12;24;22;12;24
328;492453.4149;7660562.966;25;24;75;23;12
329;492450.4559;7660608.623;43;46;46;46;43
330;492442.3;7660660.084;23;22;22;23;23
331;492436.6124;7660709.305;23;23;23;23;23
332;492431.583;7660759.381;12;80;80;75;23
333;492426.4715;7660808.756;12;24;24;24;12
334;492423.7486;7660858.492;23;23;84;12;12
335;492418.2082;7660908.293;23;24;24;24;24
336;492413.5885;7660957.627;22;22;22;23;22
337;492408.1101;7661011.93;31;31;83;31;31
338;492403.6609;7661054.694;31;80;80;84;31
339;492398.2495;7661106.754;22;23;23;23;23
340;492393.479;7661156.611;24;24;24;23;24
341;492388.9595;7661206.12;23;23;23;23;21
342;492384.3053;7661259.586;23;24;24;24;24
343;492378.6342;7661305.828;23;83;84;23;84
344;492372.799;7661354.367;81;22;22;23;24
345;492368.7102;7661406.827;23;23;23;23;81
346;492363.8052;7661455.321;23;24;24;24;23
347;492359.2248;7661504.81;12;84;80;80;12
348;492354.4174;7661554.906;24;24;24;24;24
349;492350.7307;7661605.052;23;23;23;23;23
350;492345.1819;7661655.023;24;23;24;24;22
351;492340.0805;7661701.69;23;23;23;24;23
352;492333.1333;7661752.564;23;24;24;24;24
353;492327.8695;7661801.065;12;12;24;24;12
354;492322.5233;7661849.837;22;22;22;23;23
355;492318.0313;7661898.963;12;12;84;12;83
356;492312.3682;7661949.679;23;23;23;23;23
357;492308.442;7661999.938;24;24;24;24;24
358;492303.1444;7662048.265;23;23;22;22;23
359;492297.7392;7662097.36;12;24;24;23;24
360;492293.248;7662147.558;24;24;24;24;24
361;492535.3644;7660220.171;27;27;27;71;21
362;492527.1199;7660261.366;27;85;85;27;22
363;492526.8125;7660318.118;22;71;21;22;71
364;492524.0001;7660369.121;25;27;75;75;71
365;492514.121;7660417.453;23;22;30;27;27
366;492511.1087;7660467.834;85;57;80;22;22
367;492509.0421;7660513.994;31;31;22;31;31
368;492502.6711;7660565.53;12;12;23;31;12
369;492499.1877;7660618.048;23;23;23;22;12
370;492491.3342;7660664.386;23;23;23;23;23
371;492485.5467;7660716.782;85;24;24;85;85
372;492481.1991;7660766.672;23;24;23;23;23
373;492475.1062;7660814.552;21;23;23;23;22
374;492473.1539;7660864.496;23;23;21;21;23
375;492467.2795;7660913.265;12;12;12;24;24
376;492463.0435;7660959.125;31;83;31;31;25
377;492457.5171;7661009.254;24;24;23;24;24
378;492452.1614;7661062.357;24;12;24;23;23
379;492447.984;7661112.844;23;23;23;23;23
380;492443.9487;7661163.265;23;24;23;23;23
381;492438.7911;7661213.368;81;24;24;24;24
382;492432.9827;7661261.929;24;24;24;24;24
383;492429.3107;7661308.609;25;83;80;24;24
384;492424.3833;7661360.859;23;23;12;23;23
385;492418.2776;7661412.715;22;22;23;23;75
386;492414.3508;7661461.237;23;23;23;23;23
387;492409.3909;7661511.651;23;23;23;23;23
388;492405.373;7661559.487;89;23;89;89;89
389;492399.2379;7661610.779;23;23;23;23;23
390;492394.1665;7661661.362;24;23;23;24;23
391;492389.0054;7661709.656;24;24;24;24;24
392;492384.8295;7661760.567;2;24;24;24;24
393;492380.0245;7661809.036;22;23;24;23;82
394;492377.7691;7661858.357;88;23;23;84;12
395;492371.8022;7661909.365;12;12;12;12;12
396;492367.3047;7661959.456;87;23;83;87;84
397;492363.2606;7662008.633;22;23;23;23;22
398;492355.9497;7662057.338;23;21;23;23;23
399;492350.8787;7662107.388;24;24;24;23;24
400;492345.012;7662152.412;23;24;24;24;24
401;492585.575;7660220.278;22;22;75;71;71
402;492582.0231;7660268.086;22;22;22;22;75
403;492579.6707;7660322.855;30;30;30;30;71
404;492571.0882;7660370.302;23;21;30;27;21
405;492568.9074;7660420.9;22;21;22;85;23
406;492565.4509;7660470.198;71;71;71;71;71
407;492556.5217;7660518.01;27;71;71;71;27
408;492552.8677;7660570.965;25;22;23;25;80
409;492550.7586;7660618.973;23;23;21;27;71
410;492545.2674;7660670.501;22;12;24;24;100
411;492539.7819;7660723.08;22;24;24;23;22
412;492534.9433;7660766.676;24;12;24;31;24
413;492528.4519;7660820.585;12;12;12;23;22
414;492523.6303;7660869.601;22;23;22;23;23
415;492518.5559;7660918.201;12;12;23;25;30
416;492514.0743;7660971.407;12;12;23;23;23
417;492507.4634;7661017.245;23;23;23;23;23
418;492504.7433;7661067.492;23;24;24;23;23
419;492498.5965;7661116.035;23;24;23;23;23
420;492494.2008;7661166.792;23;23;23;23;23
421;492489.8345;7661217.659;23;23;23;23;23
422;492484.1141;7661265.823;84;80;84;84;84
423;492479.1422;7661318.364;80;23;83;80;83
424;492474.8328;7661367.164;29;24;24;23;29
425;492469.8778;7661416.141;24;24;24;24;24
426;492465.5237;7661464.499;24;23;24;24;24
427;492459.9931;7661515.596;23;23;23;23;24
428;492456.1431;7661564.383;24;24;24;84;24
429;492449.144;7661616.146;23;24;23;23;23
430;492445.5291;7661665.432;25;12;24;24;23
431;492441.124;7661711.445;23;23;22;23;23
432;492434.6345;7661762.069;82;22;22;23;23
433;492429.7097;7661815.09;24;24;24;21;24
434;492424.3048;7661865.973;84;84;84;23;84
435;492420.6321;7661915.45;29;29;29;29;29
436;492416.953;7661963.051;24;24;22;24;24
437;492412.6704;7662012.259;22;24;24;22;24
438;492411.7991;7662056.625;22;22;23;23;23
439;492400.5412;7662109.863;24;24;24;24;24
440;492392.5781;7662159.719;23;23;23;24;23
441;492635.9767;7660225.001;23;22;71;22;21
442;492628.4392;7660279.016;22;21;22;75;71
443;492627.0095;7660327.491;75;80;22;100;100
444;492621.9736;7660374.208;27;100;27;27;85
445;492615.8748;7660426.705;22;23;22;23;85
446;492612.3146;7660478.228;22;22;23;23;22
447;492607.3059;7660525.956;22;27;23;22;75
448;492600.544;7660574.621;41;25;25;41;43
449;492594.9169;7660626.718;22;22;23;23;22
450;492590.7818;7660673.079;22;23;27;22;21
451;492584.6806;7660724.605;22;23;21;23;24
452;492582.359;7660774.252;23;23;22;24;22
453;492576.7449;7660824.678;24;24;23;23;24
454;492571.4081;7660874.541;25;75;75;22;75
455;492563.9847;7660921.71;12;23;23;12;83
456;492561.0364;7660974.906;24;24;24;24;24
457;492554.9295;7661024.622;23;82;23;23;23
458;492550.3965;7661073.916;23;23;24;23;24
459;492545.7071;7661122.966;12;21;24;24;24
460;492541.1842;7661173.03;25;25;24;24;23
461;492535.9199;7661221.285;29;12;29;29;29
462;492531.9915;7661271.184;24;24;29;24;24
463;492527.3127;7661320.256;23;23;12;12;23
464;492522.7763;7661369.709;24;12;24;23;23
465;492518.2057;7661418.684;24;24;24;24;24
466;492512.6393;7661469.653;23;23;23;23;23
467;492508.2474;7661518.887;23;89;23;23;23
468;492503.3244;7661569.211;23;23;23;24;24
469;492499.1088;7661618.688;23;23;23;23;23
470;492493.1319;7661668.481;23;23;23;13;13
471;492487.7526;7661719.29;22;22;22;24;23
472;492483.813;7661768.203;22;23;22;24;24
473;492477.8773;7661818.421;23;23;81;23;22
474;492473.8755;7661866.408;81;25;25;81;81
475;492468.9019;7661917.609;29;29;29;29;29
476;492464.8186;7661966.474;24;24;24;24;24
477;492458.9018;7662017.268;12;24;24;24;22
478;492449.3832;7662115.751;22;24;24;24;24
479;492453.5599;7662067.388;22;24;24;24;24
480;492442.7701;7662162.927;23;23;24;24;23
481;492685.3186;7660233.035;22;22;85;85;22
482;492681.188;7660278.981;86;44;42;27;27
483;492676.2408;7660334.833;27;27;71;85;22
484;492670.3598;7660382.898;21;22;21;21;71
485;492666.4691;7660432.458;23;22;23;27;22
486;492660.3418;7660477.071;23;23;23;22;22
487;492655.8831;7660527.284;23;85;23;85;25
488;492649.6951;7660576.633;27;81;23;23;25
489;492643.5806;7660627.902;22;23;23;23;23
490;492640.4607;7660676.539;23;12;24;23;23
491;492636.192;7660726.916;23;23;24;23;23
492;492630.826;7660776.948;25;24;83;24;23
